Injury Severity,Injury Severity Scale,Date,Time,Speed Limit,Weather,Driver At Fault,Surface Condition,Light,Traffic Control,Driver At Fault,Latitude,Longitude
SUSPECTED MINOR INJURY,2,04/26/2018,11:30:00 AM,35,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.04720167,-77.05134833
POSSIBLE INJURY,1,11/30/2018,02:51:00 PM,35,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.20766667,-77.16879667
POSSIBLE INJURY,1,10/20/2021,05:00:00 PM,15,CLEAR,Yes,,DAYLIGHT,NO CONTROLS,Yes,39.10120167,-77.273065
POSSIBLE INJURY,1,11/04/2022,10:38:00 AM,35,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.06243667,-76.96235833
POSSIBLE INJURY,1,09/26/2017,04:42:00 PM,40,CLEAR,Unknown,UNKNOWN,DAYLIGHT,,Unknown,39.00085756,-77.09707797
SUSPECTED SERIOUS INJURY,3,12/02/2021,03:00:00 PM,25,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.03869526,-77.05079997
POSSIBLE INJURY,1,05/14/2016,01:04:00 PM,40,CLOUDY,Yes,DRY,DAYLIGHT,STOP SIGN,Yes,39.10319834,-77.223984
POSSIBLE INJURY,1,08/11/2021,04:11:00 AM,25,CLEAR,Yes,DRY,DARK LIGHTS ON,NO CONTROLS,Yes,39.02679348,-77.01216623
POSSIBLE INJURY,1,10/04/2019,05:40:00 PM,30,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.08005467,-77.1394
SUSPECTED MINOR INJURY,2,05/31/2017,03:28:00 PM,40,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.10578833,-77.17048167
SUSPECTED MINOR INJURY,2,10/30/2015,07:00:00 PM,40,CLEAR,No,DRY,DARK NO LIGHTS,NO CONTROLS,No,39.03506833,-77.24052167
POSSIBLE INJURY,1,11/15/2019,04:07:00 PM,40,CLOUDY,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.17858833,-77.24197333
SUSPECTED MINOR INJURY,2,06/26/2016,06:24:00 AM,45,CLEAR,No,DRY,DAWN,TRAFFIC SIGNAL,No,39.10929977,-77.07589254
POSSIBLE INJURY,1,12/29/2017,07:21:00 PM,35,CLEAR,No,DRY,DARK LIGHTS ON,NO CONTROLS,No,39.00122,-76.99565167
POSSIBLE INJURY,1,10/02/2020,07:50:00 PM,35,CLEAR,No,DRY,DARK LIGHTS ON,STOP SIGN,No,39.15946667,-77.18569667
POSSIBLE INJURY,1,11/25/2021,02:25:00 AM,30,CLEAR,Yes,DRY,DARK NO LIGHTS,NO CONTROLS,Yes,39.21344335,-77.24901883
SUSPECTED MINOR INJURY,2,01/13/2019,06:01:00 PM,30,SNOW,Yes,SNOW,DARK LIGHTS ON,TRAFFIC SIGNAL,Yes,39.05361333,-77.11109
SUSPECTED MINOR INJURY,2,05/17/2017,07:08:00 PM,50,,No,DRY,DAYLIGHT,,No,39.109485,-77.21442333
POSSIBLE INJURY,1,12/23/2015,07:22:00 AM,30,RAINING,No,WET,DARK LIGHTS ON,NO CONTROLS,No,39.18302833,-77.26103167
SUSPECTED MINOR INJURY,2,06/13/2019,06:30:00 AM,35,RAINING,Yes,WET,DAWN,TRAFFIC SIGNAL,Yes,39.04629031,-77.11677992
POSSIBLE INJURY,1,09/22/2022,07:25:00 PM,25,CLEAR,Yes,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,Yes,38.98081875,-77.09847465
SUSPECTED MINOR INJURY,2,09/06/2016,10:11:00 AM,35,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.18008833,-77.26860167
POSSIBLE INJURY,1,07/12/2018,08:40:00 AM,40,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.11313,-77.30798667
POSSIBLE INJURY,1,11/29/2018,01:20:00 PM,30,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.187355,-77.15691167
SUSPECTED MINOR INJURY,2,07/06/2019,10:00:00 PM,55,RAINING,Yes,WET,DARK LIGHTS ON,,Yes,39.013225,-77.04016833
SUSPECTED MINOR INJURY,2,02/18/2015,03:01:00 PM,25,CLEAR,No,WET,DAYLIGHT,NO CONTROLS,No,38.992315,-77.09596833
SUSPECTED MINOR INJURY,2,12/02/2021,11:15:00 PM,30,,No,,DARK LIGHTS ON,STOP SIGN,No,39.05259416,-76.95080962
POSSIBLE INJURY,1,01/23/2017,08:05:00 PM,40,RAINING,No,WET,DARK LIGHTS ON,NO CONTROLS,No,39.06684833,-77.05973833
POSSIBLE INJURY,1,04/11/2016,09:05:00 AM,30,CLOUDY,No,WET,DAYLIGHT,NO CONTROLS,No,39.27752667,-77.32435333
SUSPECTED MINOR INJURY,2,03/11/2018,03:13:00 AM,35,CLEAR,Yes,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,Yes,39.14255644,-77.22097456
POSSIBLE INJURY,1,07/09/2021,11:30:00 PM,30,CLEAR,Yes,DRY,DARK LIGHTS ON,NO CONTROLS,Yes,39.16707333,-77.11726
POSSIBLE INJURY,1,06/22/2022,08:18:00 AM,35,CLOUDY,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.01343815,-77.00374367
SUSPECTED MINOR INJURY,2,05/26/2015,07:52:00 AM,40,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.13618535,-77.18873978
POSSIBLE INJURY,1,11/12/2018,05:16:00 PM,35,RAINING,No,WET,DARK LIGHTS ON,NO CONTROLS,No,39.135665,-77.22342
SUSPECTED MINOR INJURY,2,12/20/2022,08:48:00 AM,40,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.1020095,-77.1769335
SUSPECTED MINOR INJURY,2,05/05/2021,08:27:00 AM,30,RAINING,No,WET,DAYLIGHT,TRAFFIC SIGNAL,No,39.06158706,-77.11651746
SUSPECTED MINOR INJURY,2,04/22/2019,12:29:00 PM,40,CLOUDY,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.103725,-77.20634667
SUSPECTED MINOR INJURY,2,10/21/2015,06:05:00 PM,50,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.11078264,-77.0756793
SUSPECTED SERIOUS INJURY,3,01/10/2017,06:13:00 AM,45,CLEAR,Yes,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,Yes,39.121045,-76.988885
POSSIBLE INJURY,1,02/27/2016,09:50:00 PM,55,CLEAR,No,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.1164516,-77.20828772
SUSPECTED MINOR INJURY,2,05/13/2016,09:37:00 AM,30,RAINING,Yes,WET,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.154525,-77.05502833
POSSIBLE INJURY,1,03/30/2022,06:23:00 PM,35,CLOUDY,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.06060199,-77.04492445
SUSPECTED MINOR INJURY,2,03/23/2017,09:04:00 PM,30,CLEAR,No,DRY,DARK -- UNKNOWN LIGHTING,NO CONTROLS,No,39.01451976,-77.05194712
SUSPECTED MINOR INJURY,2,12/08/2016,07:45:00 PM,35,,Unknown,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,Unknown,39.08304311,-76.94816038
SUSPECTED MINOR INJURY,2,04/29/2016,10:30:00 AM,40,CLOUDY,Yes,WET,DAYLIGHT,NO CONTROLS,Yes,39.11175167,-77.08589667
SUSPECTED MINOR INJURY,2,08/27/2020,03:00:00 PM,40,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.04662667,-77.11293167
POSSIBLE INJURY,1,06/18/2018,04:00:00 PM,30,,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,38.988275,-77.012185
SUSPECTED MINOR INJURY,2,02/18/2017,05:58:00 PM,40,CLEAR,No,DRY,DARK LIGHTS ON,NO CONTROLS,No,39.10823833,-77.081505
SUSPECTED MINOR INJURY,2,04/26/2016,07:35:00 AM,25,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.14054896,-77.21078217
POSSIBLE INJURY,1,09/25/2018,04:10:00 AM,25,RAINING,Yes,WET,DARK LIGHTS ON,,Yes,39.08193333,-77.207915
POSSIBLE INJURY,1,09/25/2022,04:30:00 AM,35,,No,DRY,DARK LIGHTS ON,FLASHING TRAFFIC SIGNAL,No,39.17463229,-77.2035527
POSSIBLE INJURY,1,02/29/2016,02:37:00 PM,45,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.07356967,-77.11197317
SUSPECTED MINOR INJURY,2,09/10/2017,08:40:00 PM,35,,No,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.1327983,-77.12153435
POSSIBLE INJURY,1,06/25/2021,02:03:00 PM,0,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.03134383,-77.076083
POSSIBLE INJURY,1,03/03/2019,03:18:00 PM,30,WINTRY MIX,Yes,WET,DAYLIGHT,NO CONTROLS,Yes,39.0913195,-77.17866917
POSSIBLE INJURY,1,04/22/2023,05:15:00 PM,30,RAINING,No,WET,DAYLIGHT,TRAFFIC SIGNAL,No,39.11796122,-77.25344957
POSSIBLE INJURY,1,12/23/2016,05:40:00 PM,35,CLEAR,No,DRY,DARK NO LIGHTS,STOP SIGN,No,39.09706833,-76.97132333
POSSIBLE INJURY,1,12/06/2021,09:23:00 PM,35,CLEAR,Yes,DRY,DARK NO LIGHTS,NO CONTROLS,Yes,39.08450433,-76.9480995
SUSPECTED MINOR INJURY,2,05/11/2021,08:30:00 PM,35,,Yes,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,Yes,39.05149833,-77.07445167
POSSIBLE INJURY,1,04/08/2018,09:28:00 PM,25,CLEAR,Unknown,DRY,DARK LIGHTS ON,STOP SIGN,Unknown,39.06825506,-76.96224064
POSSIBLE INJURY,1,02/02/2021,01:46:00 PM,30,SNOW,No,WET,DAYLIGHT,NO CONTROLS,No,38.99703667,-77.02872167
SUSPECTED SERIOUS INJURY,3,11/10/2019,08:40:00 AM,55,CLEAR,Yes,DRY,DAYLIGHT,,Yes,39.12120833,-77.180815
POSSIBLE INJURY,1,10/12/2022,05:20:00 PM,35,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.14219731,-77.21897691
SUSPECTED MINOR INJURY,2,11/17/2022,09:41:00 AM,45,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.06323667,-77.09474
POSSIBLE INJURY,1,01/10/2016,04:39:00 PM,45,CLEAR,No,WET,DUSK,TRAFFIC SIGNAL,No,39.19645667,-77.26561667
SUSPECTED MINOR INJURY,2,04/21/2021,04:00:00 PM,30,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.09091884,-77.10229909
SUSPECTED MINOR INJURY,2,12/18/2021,03:00:00 PM,35,RAINING,Yes,WET,DAYLIGHT,NO CONTROLS,Yes,39.04608167,-77.16094
POSSIBLE INJURY,1,08/08/2020,05:31:00 PM,35,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,38.96981246,-77.11206494
SUSPECTED MINOR INJURY,2,08/22/2022,09:20:00 PM,5,CLOUDY,Yes,,DARK LIGHTS ON,NO CONTROLS,Yes,39.11206065,-77.17958761
POSSIBLE INJURY,1,08/10/2020,08:30:00 AM,30,CLEAR,No,DRY,DAYLIGHT,,No,38.97753,-77.08966667
SUSPECTED MINOR INJURY,2,12/05/2019,12:32:00 PM,30,,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.22122,-77.06027667
SUSPECTED MINOR INJURY,2,11/23/2022,05:00:00 PM,25,CLEAR,No,DRY,DAWN,NO CONTROLS,No,39.07108967,-77.10069583
SUSPECTED MINOR INJURY,2,07/28/2018,10:48:00 PM,40,CLEAR,No,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.10668167,-77.15823667
SUSPECTED MINOR INJURY,2,09/05/2017,04:08:00 PM,45,CLEAR,No,,DAYLIGHT,NO CONTROLS,No,39.07071833,-77.06335
POSSIBLE INJURY,1,06/23/2022,12:54:00 AM,45,UNKNOWN,Yes,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,Yes,39.20465493,-77.24603209
POSSIBLE INJURY,1,06/04/2023,03:25:00 PM,40,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.1739316,-77.40406696
SUSPECTED MINOR INJURY,2,03/18/2016,03:06:00 PM,45,CLEAR,Yes,DRY,DAYLIGHT,,Yes,39.09453833,-77.07784667
SUSPECTED MINOR INJURY,2,10/13/2018,05:40:00 PM,30,CLEAR,Unknown,DRY,DAYLIGHT,NO CONTROLS,Unknown,39.04855003,-76.99856011
SUSPECTED MINOR INJURY,2,04/30/2018,03:03:00 PM,30,CLEAR,No,DRY,DAYLIGHT,STOP SIGN,No,39.11691318,-77.18227699
POSSIBLE INJURY,1,04/06/2017,01:55:00 PM,35,RAINING,Yes,WET,DAYLIGHT,NO CONTROLS,Yes,39.046445,-77.16118
SUSPECTED MINOR INJURY,2,04/25/2017,02:18:00 PM,50,CLOUDY,No,WET,DAYLIGHT,NO CONTROLS,No,39.07997167,-77.34237833
POSSIBLE INJURY,1,12/05/2017,05:37:00 PM,40,RAINING,No,WET,DARK LIGHTS ON,NO CONTROLS,No,39.27048333,-77.21660333
POSSIBLE INJURY,1,09/17/2021,12:50:00 PM,25,CLEAR,Yes,DRY,DAYLIGHT,,Yes,39.08998167,-77.044655
POSSIBLE INJURY,1,07/17/2023,05:45:00 PM,40,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.2016825,-77.25407333
POSSIBLE INJURY,1,10/27/2018,02:00:00 PM,35,RAINING,No,WET,DAYLIGHT,TRAFFIC SIGNAL,No,39.053735,-77.10712833
SUSPECTED MINOR INJURY,2,06/17/2022,08:25:00 PM,40,,Yes,,,TRAFFIC SIGNAL,Yes,39.05907149,-77.04769769
SUSPECTED MINOR INJURY,2,12/11/2018,05:53:00 PM,40,CLEAR,No,DRY,DARK NO LIGHTS,NO CONTROLS,No,39.116,-77.01
POSSIBLE INJURY,1,03/28/2017,01:06:00 PM,35,CLOUDY,No,WET,DAYLIGHT,NO CONTROLS,No,39.11639833,-77.16669167
SUSPECTED MINOR INJURY,2,08/24/2020,02:01:00 PM,30,CLOUDY,Yes,,DAYLIGHT,STOP SIGN,Yes,39.04943417,-77.102651
SUSPECTED MINOR INJURY,2,11/29/2016,09:43:00 AM,45,RAINING,No,WET,DAYLIGHT,NO CONTROLS,No,39.19950447,-77.26014018
SUSPECTED MINOR INJURY,2,07/16/2018,01:55:00 PM,35,CLEAR,No,,DAYLIGHT,,No,38.743373,-77.54699707
POSSIBLE INJURY,1,05/23/2016,03:05:00 PM,40,RAINING,No,WET,DAYLIGHT,NO CONTROLS,No,39.03091833,-76.98431167
SUSPECTED MINOR INJURY,2,12/15/2022,12:53:00 PM,15,CLEAR,Yes,,OTHER,NO CONTROLS,Yes,38.96318467,-77.093874
POSSIBLE INJURY,1,07/16/2019,08:23:00 AM,35,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.04083333,-77.15919667
POSSIBLE INJURY,1,11/05/2022,10:23:00 AM,30,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.11571878,-77.16619747
SUSPECTED MINOR INJURY,2,06/10/2017,04:52:00 PM,40,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.03617333,-77.00021167
POSSIBLE INJURY,1,05/20/2017,11:01:00 AM,40,CLOUDY,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,38.99099333,-77.15623167
SUSPECTED MINOR INJURY,2,08/17/2016,07:58:00 PM,55,CLEAR,No,DRY,DUSK,NO CONTROLS,No,39.01877629,-77.10643619
POSSIBLE INJURY,1,10/09/2020,05:18:00 PM,40,CLEAR,No,DRY,DUSK,NO CONTROLS,No,39.01118146,-76.9789533
POSSIBLE INJURY,1,09/12/2018,08:32:00 PM,35,RAINING,Yes,WET,DARK LIGHTS ON,NO CONTROLS,Yes,39.00179667,-77.077
SUSPECTED MINOR INJURY,2,05/08/2019,10:29:00 AM,40,CLOUDY,Unknown,DRY,DAYLIGHT,TRAFFIC SIGNAL,Unknown,39.128675,-77.16749833
POSSIBLE INJURY,1,02/11/2015,09:46:00 AM,35,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.14017333,-77.205245
POSSIBLE INJURY,1,03/08/2018,10:48:00 AM,40,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.01652093,-77.11972386
POSSIBLE INJURY,1,07/26/2019,07:12:00 PM,15,CLEAR,Unknown,,DAYLIGHT,,Unknown,39.11601683,-77.12843422
SUSPECTED MINOR INJURY,2,07/20/2017,06:07:00 AM,40,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.13567167,-77.03154833
SUSPECTED MINOR INJURY,2,06/20/2017,10:44:00 AM,40,CLEAR,Unknown,DRY,DAYLIGHT,TRAFFIC SIGNAL,Unknown,39.17493347,-77.26046741
POSSIBLE INJURY,1,07/10/2023,07:12:00 PM,30,CLEAR,No,DRY,DUSK,TRAFFIC SIGNAL,No,39.01538,-77.04256167
POSSIBLE INJURY,1,08/31/2020,03:53:00 AM,35,CLEAR,No,DRY,DARK NO LIGHTS,NO CONTROLS,No,39.17334833,-77.17860333
POSSIBLE INJURY,1,11/25/2019,08:27:00 AM,45,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.18887833,-77.251685
SUSPECTED SERIOUS INJURY,3,08/15/2015,02:49:00 PM,40,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.067885,-77.149085
POSSIBLE INJURY,1,12/01/2015,11:05:00 AM,40,RAINING,No,WET,DAYLIGHT,TRAFFIC SIGNAL,No,39.26145167,-77.22211333
SUSPECTED MINOR INJURY,2,09/05/2018,07:31:00 AM,30,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,38.97816167,-77.09895167
POSSIBLE INJURY,1,01/07/2020,02:10:00 PM,40,SNOW,Yes,WET,DAYLIGHT,NO CONTROLS,Yes,39.24652167,-77.11973317
POSSIBLE INJURY,1,06/12/2022,07:10:00 PM,35,CLEAR,Yes,DRY,DAYLIGHT,FLASHING TRAFFIC SIGNAL,Yes,39.073655,-76.955925
SUSPECTED MINOR INJURY,2,02/15/2020,03:27:00 AM,35,,Yes,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,Yes,38.99952833,-76.995535
POSSIBLE INJURY,1,10/29/2016,07:48:00 AM,40,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.11260667,-77.16208333
SUSPECTED SERIOUS INJURY,3,07/11/2015,08:38:00 AM,25,RAINING,No,WET,DAYLIGHT,STOP SIGN,No,38.98229,-77.013669
POSSIBLE INJURY,1,05/26/2017,07:47:00 AM,40,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.06133167,-76.998455
POSSIBLE INJURY,1,10/18/2020,10:56:00 AM,25,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.07888456,-77.15006502
POSSIBLE INJURY,1,04/17/2017,01:31:00 AM,30,CLEAR,Yes,DRY,DARK NO LIGHTS,NO CONTROLS,Yes,39.063895,-77.230045
POSSIBLE INJURY,1,11/08/2018,09:30:00 AM,15,CLEAR,No,,DAYLIGHT,,No,38.9988,-77.10976667
SUSPECTED MINOR INJURY,2,06/28/2022,12:20:00 PM,35,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.15897833,-77.21970577
POSSIBLE INJURY,1,12/03/2021,04:17:00 PM,40,CLEAR,No,DRY,DUSK,,No,39.03738333,-77.24514
POSSIBLE INJURY,1,06/19/2019,03:34:00 PM,30,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.12762,-77.16678333
SUSPECTED SERIOUS INJURY,3,03/21/2017,04:24:00 PM,35,,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.04151667,-77.05043333
POSSIBLE INJURY,1,05/31/2016,05:26:00 AM,35,CLEAR,Yes,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,Yes,39.009675,-77.04124
POSSIBLE INJURY,1,06/14/2021,06:47:00 PM,45,,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.13353,-77.15869
POSSIBLE INJURY,1,12/05/2016,01:35:00 PM,45,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.13388,-77.158235
POSSIBLE INJURY,1,10/27/2016,08:03:00 PM,40,CLEAR,Yes,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,Yes,39.12889196,-77.16752887
SUSPECTED MINOR INJURY,2,09/26/2020,12:02:00 AM,30,RAINING,Yes,WET,DARK NO LIGHTS,STOP SIGN,Yes,39.07941488,-76.94525026
SUSPECTED MINOR INJURY,2,05/17/2018,03:43:00 PM,35,RAINING,No,WET,DAYLIGHT,,No,39.01696833,-77.13329667
FATAL INJURY,4,08/15/2020,04:41:00 AM,25,RAINING,Yes,WET,DARK LIGHTS ON,FLASHING TRAFFIC SIGNAL,Yes,39.15013333,-77.17519333
POSSIBLE INJURY,1,06/11/2017,08:38:00 PM,35,CLEAR,Yes,DRY,DUSK,OTHER,Yes,39.00200191,-77.01906323
POSSIBLE INJURY,1,05/06/2015,11:15:00 PM,45,CLEAR,Yes,DRY,DARK LIGHTS ON,,Yes,39.07337771,-77.06560493
POSSIBLE INJURY,1,09/07/2016,12:09:00 PM,0,CLEAR,No,,DAYLIGHT,NO CONTROLS,No,39.12028,-77.17844833
POSSIBLE INJURY,1,01/05/2016,06:24:00 PM,50,CLEAR,No,DRY,DARK NO LIGHTS,,No,39.23729833,-77.18162667
SUSPECTED MINOR INJURY,2,02/10/2016,05:24:00 PM,35,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.10414833,-77.18678833
SUSPECTED MINOR INJURY,2,12/26/2019,05:00:00 PM,40,CLEAR,Yes,DRY,DUSK,TRAFFIC SIGNAL,Yes,39.13822167,-77.20537333
SUSPECTED SERIOUS INJURY,3,04/14/2021,10:10:00 AM,40,CLOUDY,Yes,OTHER,DAYLIGHT,WARNING SIGN,Yes,39.0634201,-77.1250903
POSSIBLE INJURY,1,03/03/2020,12:21:00 PM,40,RAINING,Yes,WET,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.02586333,-77.01071
POSSIBLE INJURY,1,07/28/2017,03:18:00 PM,35,RAINING,No,WET,DAYLIGHT,TRAFFIC SIGNAL,No,39.14050667,-77.21076833
SUSPECTED MINOR INJURY,2,08/24/2020,08:27:00 PM,30,CLEAR,Yes,DRY,DARK NO LIGHTS,NO CONTROLS,Yes,39.07177833,-77.08868667
POSSIBLE INJURY,1,02/04/2017,12:28:00 PM,25,CLEAR,No,DRY,DAYLIGHT,,No,39.09127493,-77.14944005
POSSIBLE INJURY,1,01/06/2017,02:20:00 PM,35,CLOUDY,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.04659667,-77.10309333
POSSIBLE INJURY,1,03/14/2015,04:13:00 PM,35,RAINING,Yes,WET,DAYLIGHT,NO CONTROLS,Yes,39.16248565,-77.20204353
SUSPECTED MINOR INJURY,2,02/01/2019,01:33:00 PM,25,WINTRY MIX,Yes,WET,DAYLIGHT,NO CONTROLS,Yes,39.101405,-77.12491167
POSSIBLE INJURY,1,12/10/2019,03:23:00 PM,40,,No,DRY,DAYLIGHT,OTHER,No,39.05907167,-76.99769033
POSSIBLE INJURY,1,11/30/2020,05:13:00 PM,40,CLEAR,Yes,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,Yes,39.09153833,-77.15323933
POSSIBLE INJURY,1,10/29/2017,03:07:00 AM,40,CLEAR,Yes,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,Yes,39.10874833,-77.079865
SUSPECTED MINOR INJURY,2,11/15/2015,05:29:00 PM,40,CLEAR,No,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.12114333,-76.98901333
SUSPECTED SERIOUS INJURY,3,06/24/2017,05:50:00 PM,30,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.1111968,-76.93212748
POSSIBLE INJURY,1,07/23/2017,06:54:00 PM,40,CLOUDY,No,WET,DAYLIGHT,TRAFFIC SIGNAL,No,39.18352833,-77.25677833
SUSPECTED MINOR INJURY,2,08/05/2018,07:24:00 PM,35,,Yes,DRY,DAYLIGHT,,Yes,39.118785,-77.15677
POSSIBLE INJURY,1,08/13/2021,09:08:00 PM,35,CLOUDY,No,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.12625167,-77.18264
POSSIBLE INJURY,1,08/25/2016,02:20:00 PM,30,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.042735,-77.04789833
SUSPECTED MINOR INJURY,2,04/28/2016,09:06:00 AM,35,RAINING,No,WET,DAYLIGHT,NO CONTROLS,No,39.00386833,-77.03675667
POSSIBLE INJURY,1,11/19/2018,11:57:00 AM,55,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.14631333,-77.274695
SUSPECTED MINOR INJURY,2,08/27/2020,07:52:00 PM,0,CLEAR,Yes,,DUSK,,Yes,39.20017167,-77.24658167
SUSPECTED MINOR INJURY,2,01/21/2020,11:10:00 AM,10,CLEAR,No,,DAYLIGHT,NO CONTROLS,No,39.15731333,-77.213485
POSSIBLE INJURY,1,07/12/2019,04:51:00 PM,35,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.15641231,-77.15668748
SUSPECTED SERIOUS INJURY,3,07/06/2015,12:09:00 PM,35,CLEAR,No,DRY,DAYLIGHT,STOP SIGN,No,39.24342333,-77.152995
POSSIBLE INJURY,1,12/21/2020,11:21:00 AM,30,FOGGY,No,WET,DAYLIGHT,NO CONTROLS,No,39.28705041,-77.19965984
SUSPECTED MINOR INJURY,2,01/04/2020,03:32:00 PM,35,RAINING,Yes,WET,DAYLIGHT,,Yes,38.99533333,-77.04247833
POSSIBLE INJURY,1,07/26/2022,04:45:00 PM,50,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.17544,-77.26983667
POSSIBLE INJURY,1,07/30/2015,04:31:00 AM,35,CLEAR,Yes,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,Yes,39.01254,-77.03631167
POSSIBLE INJURY,1,05/22/2017,02:31:00 PM,35,CLOUDY,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.00278333,-77.09720667
SUSPECTED MINOR INJURY,2,09/07/2016,09:19:00 AM,55,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.01346833,-77.09434333
SUSPECTED MINOR INJURY,2,04/02/2017,11:59:00 AM,35,CLEAR,No,DRY,DAYLIGHT,,No,39.01443848,-77.0421651
POSSIBLE INJURY,1,10/01/2019,03:25:00 PM,35,CLEAR,Yes,DRY,DAYLIGHT,,Yes,39.023685,-77.12865167
SUSPECTED SERIOUS INJURY,3,04/10/2023,10:49:00 PM,45,CLEAR,Yes,DRY,DARK LIGHTS ON,NO CONTROLS,Yes,39.16844116,-77.23117847
SUSPECTED MINOR INJURY,2,02/24/2016,02:19:00 PM,40,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.08147333,-77.144495
